text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Multistorey Apartment   Maharajaganj   Unfurnished   Patna   2.0   1.0   Rent,Multistorey Apartment,Maharajaganj,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Maharajaganj-in-Patna&id=4d423535373433353335
Builder Floor Apartment   Beur   Unfurnished   Patna   3.0   1.0   Rent,Builder Floor Apartment,Beur,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Beur-in-Patna&id=4d423635393231323031
Residential House   Anisabad   Unfurnished   Patna   2.0   1.0   Rent,Residential House,Anisabad,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Anisabad-in-Patna&id=4d423637353837393031
Builder Floor Apartment   Bailey Road   Semi-Furnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Bailey Road,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1600-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Bailey-Road-in-Patna&id=4d423437383034343239
Residential House   Bajrangpuri   Furnished   Patna   2.0   1.0   Rent,Residential House,Bajrangpuri,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Residential-House-FOR-Rent-Bajrangpuri-in-Patna&id=4d423438393335393133
Builder Floor Apartment   Kisan Colony   Semi-Furnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Kisan Colony,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kisan-Colony-in-Patna&id=4d423637323534333833
Residential House   Vivek Vihar Colony   Unfurnished   Patna   3.0   2.0   Rent,Residential House,Vivek Vihar Colony,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Residential-House-FOR-Rent-Vivek-Vihar-Colony-in-Patna&id=4d423635323833343533
Multistorey Apartment   Jamal Road   Semi-Furnished   Patna   5.0   4.0   Rent,Multistorey Apartment,Jamal Road,Semi-Furnished,Patna,Rent,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-Jamal-Road-in-Patna&id=4d423237353330303635
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637353237363839
Multistorey Apartment   Phulwari Sharif   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Phulwari Sharif,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Phulwari-Sharif-in-Patna&id=4d423637323139323237
Multistorey Apartment   Anisabad   Furnished   Patna   2.0   2.0   Rent,Multistorey Apartment,Anisabad,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Anisabad-in-Patna&id=4d423637323738393631
Multistorey Apartment   Nehru Nagar   Semi-Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Nehru Nagar,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Nehru-Nagar-in-Patna&id=4d423332313931373139
Multistorey Apartment   Gola Road   Furnished   Patna   2.0   2.0   Rent,Multistorey Apartment,Gola Road,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Gola-Road-in-Patna&id=4d423637333731393237
Multistorey Apartment   Missing   Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Missing,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637343737363637
Multistorey Apartment   Missing   Unfurnished   Patna   2.0   2.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-925-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637343933343235
Residential House   Missing   Unfurnished   Patna   1.0   1.0   Rent,Residential House,Missing,Unfurnished,Patna,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-900-Sq-ft-Residential-House-FOR-Rent-in-Patna&id=4d423439343534363037
Multistorey Apartment   Missing   Semi-Furnished   Patna   3.0   3.0   Rent,Multistorey Apartment,Missing,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637343734323331
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423531313032303934
Residential House   Kaliket Nagar   Furnished   Patna   2.0   2.0   Rent,Residential House,Kaliket Nagar,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Residential-House-FOR-Rent-Kaliket-Nagar-in-Patna&id=4d423637343736363233
Residential House   Missing   Semi-Furnished   Patna   3.0   2.0   Rent,Residential House,Missing,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Rent-in-Patna&id=4d423439323233353839
Multistorey Apartment   Bhogipur   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Bhogipur,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1085-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhogipur-in-Patna&id=4d423438303930343331
Multistorey Apartment   Missing   Unfurnished   Patna   2.0   1.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637353834333539
Studio Apartment   New Patliputra Colony   Furnished   Patna   Missing   1.0   Rent,Studio Apartment,New Patliputra Colony,Furnished,Patna,Rent,Missing,https://www.magicbricks.com/propertyDetails/700-Sq-ft-Studio-Apartment-FOR-Rent-New-Patliputra-Colony-in-Patna&id=4d423637353533303433
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637363136353433
Residential House   Dhanaut   Furnished   Patna   2.0   1.0   Rent,Residential House,Dhanaut,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Residential-House-FOR-Rent-Dhanaut-in-Patna&id=4d423637343434343135
Multistorey Apartment   Jagdeo Path   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Jagdeo Path,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Jagdeo-Path-in-Patna-r2&id=4d423331373133353531
Multistorey Apartment   Nohsa   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Nohsa,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Rent-Nohsa-in-Patna&id=4d423631303834303731
Multistorey Apartment   Sipara   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Sipara,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Sipara-in-Patna&id=4d423536333634303531
Multistorey Apartment   Harnichak   Semi-Furnished   Patna   2.0   2.0   Rent,Multistorey Apartment,Harnichak,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Harnichak-in-Patna&id=4d423637363637323037
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Missing,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637353937373039
Multistorey Apartment   RPS Nagar   Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,RPS Nagar,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-RPS-Nagar-in-Patna&id=4d423637363639323531
Multistorey Apartment   Saguna More   Semi-Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Saguna More,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Rent-Saguna-More-in-Patna&id=4d423634363032373835
Multistorey Apartment   Lekha Nagar   Semi-Furnished   Patna   2.0   1.0   Rent,Multistorey Apartment,Lekha Nagar,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Lekha-Nagar-in-Patna&id=4d423439383433383932
Builder Floor Apartment   Anisabad   Semi-Furnished   Patna   2.0   1.0   Rent,Builder Floor Apartment,Anisabad,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Anisabad-in-Patna&id=4d423437333335393637
Multistorey Apartment   Missing   Missing   Patna   3.0   Missing   Rent,Multistorey Apartment,Missing,Missing,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637363731353931
Residential House   Rajeev Nagar   Furnished   Patna   1.0   1.0   Rent,Residential House,Rajeev Nagar,Furnished,Patna,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-225-Sq-ft-Residential-House-FOR-Rent-Rajeev-Nagar-in-Patna&id=4d423637373733323333
Multistorey Apartment   Ashiana Digha Road   Semi-Furnished   Patna   3.0   3.0   Rent,Multistorey Apartment,Ashiana Digha Road,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Patna&id=4d423637353638313233
Multistorey Apartment   Kurji   Unfurnished   Patna   3.0   3.0   Rent,Multistorey Apartment,Kurji,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Rent-Kurji-in-Patna&id=4d423636383239393935
Multistorey Apartment   Sabzibagh   Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Sabzibagh,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Rent-Sabzibagh-in-Patna&id=4d423432373836313937
Villa   Kurji   Unfurnished   Patna   2.0   1.0   Rent,Villa,Kurji,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-300-Sq-ft-Villa-FOR-Rent-Kurji-in-Patna&id=4d423632343934353531
Builder Floor Apartment   Kumhrar   Furnished   Patna   2.0   1.0   Rent,Builder Floor Apartment,Kumhrar,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-660-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kumhrar-in-Patna&id=4d423637313339353133
Builder Floor Apartment   Kisan Colony   Unfurnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Kisan Colony,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Kisan-Colony-in-Patna&id=4d423434363839373831
Multistorey Apartment   Rupaspur   Semi-Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Rupaspur,Semi-Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1395-Sq-ft-Multistorey-Apartment-FOR-Rent-Rupaspur-in-Patna&id=4d423637333034323639
Multistorey Apartment   Bhagwat Nagar   Furnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Bhagwat Nagar,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-Bhagwat-Nagar-in-Patna&id=4d423637323336363737
Residential House   Paijawa   Furnished   Patna   2.0   3.0   Rent,Residential House,Paijawa,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Residential-House-FOR-Rent-Paijawa-in-Patna&id=4d423637363630363837
Residential House   Ramkrishna Nagar   Unfurnished   Patna   3.0   3.0   Rent,Residential House,Ramkrishna Nagar,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Ramkrishna-Nagar-in-Patna&id=4d423637333535383837
Builder Floor Apartment   Anisabad   Unfurnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Anisabad,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Anisabad-in-Patna&id=4d423637363737383937
Residential House   Bairiya   Furnished   Patna   3.0   3.0   Rent,Residential House,Bairiya,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Residential-House-FOR-Rent-Bairiya-in-Patna&id=4d423636363434313633
Builder Floor Apartment   Jagdeo Path   Furnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Jagdeo Path,Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Jagdeo-Path-in-Patna&id=4d423637313433393937
Residential House   Phase 1 Ashiana Nagar   Unfurnished   Patna   1.0   1.0   Rent,Residential House,Phase 1 Ashiana Nagar,Unfurnished,Patna,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Residential-House-FOR-Rent-Phase-1-Ashiana-Nagar-in-Patna&id=4d423637363038333633
Builder Floor Apartment   Anisabad   Semi-Furnished   Patna   2.0   2.0   Rent,Builder Floor Apartment,Anisabad,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Anisabad-in-Patna&id=4d423636393237313137
Residential House   Khajpura   Unfurnished   Patna   3.0   2.0   Rent,Residential House,Khajpura,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Residential-House-FOR-Rent-Khajpura-in-Patna&id=4d423632313030363331
Residential House   Pahari   Unfurnished   Patna   1.0   1.0   Rent,Residential House,Pahari,Unfurnished,Patna,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Residential-House-FOR-Rent-Pahari-in-Patna&id=4d423539373732373239
Multistorey Apartment   Ram Krishna Puram   Unfurnished   Patna   3.0   2.0   Rent,Multistorey Apartment,Ram Krishna Puram,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Rent-Ram-Krishna-Puram-in-Patna&id=4d423637333836333737
Residential House   Vivek Vihar Colony   Unfurnished   Patna   3.0   2.0   Rent,Residential House,Vivek Vihar Colony,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Residential-House-FOR-Rent-Vivek-Vihar-Colony-in-Patna&id=4d423637353730313435
Builder Floor Apartment   Transport Nagar   Unfurnished   Patna   2.0   1.0   Rent,Builder Floor Apartment,Transport Nagar,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Transport-Nagar-in-Patna&id=4d423637353434363831
Villa   Missing   Semi-Furnished   Patna   2.0   1.0   Rent,Villa,Missing,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-700-Sq-ft-Villa-FOR-Rent-in-Patna&id=4d423637343034303431
Residential House   Beur   Semi-Furnished   Patna   1.0   1.0   Rent,Residential House,Beur,Semi-Furnished,Patna,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-700-Sq-ft-Residential-House-FOR-Rent-Beur-in-Patna&id=4d423637353233353933
Studio Apartment   Patliputra Colony   Unfurnished   Patna   Missing   1.0   Rent,Studio Apartment,Patliputra Colony,Unfurnished,Patna,Rent,Missing,https://www.magicbricks.com/propertyDetails/500-Sq-ft-Studio-Apartment-FOR-Rent-Patliputra-Colony-in-Patna&id=4d423630383936323131
Multistorey Apartment   Parsa   Unfurnished   Patna   2.0   2.0   Rent,Multistorey Apartment,Parsa,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parsa-in-Patna&id=4d423637343837353339
Builder Floor Apartment   Jagdeo Path   Semi-Furnished   Patna   2.0   1.0   Rent,Builder Floor Apartment,Jagdeo Path,Semi-Furnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Jagdeo-Path-in-Patna&id=4d423637343139363631
Builder Floor Apartment   Missing   Semi-Furnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Missing,Semi-Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-Chandigarh&id=4d423637363034373135
Builder Floor Apartment   Zirakpur   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Builder Floor Apartment,Zirakpur,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423637353935323335
Multistorey Apartment   Haroon Nagar   Semi-Furnished   Patna   4.0   2.0   Rent,Multistorey Apartment,Haroon Nagar,Semi-Furnished,Patna,Rent,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Rent-Haroon-Nagar-in-Patna&id=4d423637333338383237
Residential House   Ias Colony   Unfurnished   Patna   2.0   1.0   Rent,Residential House,Ias Colony,Unfurnished,Patna,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Ias-Colony-in-Patna&id=4d423637343036303733
Residential House   Sector 43   Semi-Furnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 43,Semi-Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Residential-House-FOR-Rent-Sector-43-in-Chandigarh&id=4d423637333136373837
Builder Floor Apartment   Sector 46   Unfurnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Sector 46,Unfurnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-1078-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-46-in-Chandigarh&id=4d423637363135383935
Residential House   Sector 36   Unfurnished   Chandigarh   3.0   3.0   Rent,Residential House,Sector 36,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1925-Sq-ft-Residential-House-FOR-Rent-Sector-36-in-Chandigarh&id=4d423532363832343935
Builder Floor Apartment   Sector-44   Semi-Furnished   Chandigarh   1.0   1.0   Rent,Builder Floor Apartment,Sector-44,Semi-Furnished,Chandigarh,Rent,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Sector-44-in-Chandigarh&id=4d423637363732363237
Penthouse   Zirakpur   Furnished   Chandigarh   3.0   3.0   Rent,Penthouse,Zirakpur,Furnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-3400-Sq-ft-Penthouse-FOR-Rent-Zirakpur-in-Chandigarh&id=4d423636343336383131
Multistorey Apartment   Sector 70    Unfurnished   Chandigarh   3.0   3.0   Rent,Multistorey Apartment,Sector 70 ,Unfurnished,Chandigarh,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Sector-70-in-Chandigarh-r3&id=4d423139313931333332
Residential House   Hanuman Nagar   Unfurnished   Patna   3.0   2.0   Rent,Residential House,Hanuman Nagar,Unfurnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Residential-House-FOR-Rent-Hanuman-Nagar-in-Patna&id=4d423637333838363939
Multistorey Apartment   Missing   Furnished   Chandigarh   2.0   1.0   Rent,Multistorey Apartment,Missing,Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423636393235393531
Multistorey Apartment   Gardanibagh   Furnished   Patna   3.0   4.0   Rent,Multistorey Apartment,Gardanibagh,Furnished,Patna,Rent,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Gardanibagh-in-Patna&id=4d423634303036303737
Multistorey Apartment   Missing   Furnished   Chandigarh   2.0   2.0   Rent,Multistorey Apartment,Missing,Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Chandigarh&id=4d423635333833323935
Residential House   Sector 21   Semi-Furnished   Chandigarh   2.0   2.0   Rent,Residential House,Sector 21,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-150-Sq-yrd-Residential-House-FOR-Rent-Sector-21-in-Chandigarh&id=4d423637363033323637
Residential House   Raipur Khurd   Semi-Furnished   Chandigarh   2.0   2.0   Rent,Residential House,Raipur Khurd,Semi-Furnished,Chandigarh,Rent,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Raipur-Khurd-in-Chandigarh&id=4d423637343738313133
