text,propertyType,locality,furnishing,city,RentOrSale,BHK,URLs
Multistorey Apartment   Anandpuri   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Anandpuri,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1315-Sq-ft-Multistorey-Apartment-FOR-Sale-Anandpuri-in-Patna-r1&id=4d423539353334313435
Multistorey Apartment   Jaganpura   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Jaganpura,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Jaganpura-in-Patna-r1&id=4d423439373139343936
Multistorey Apartment   Bailey Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Bailey Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1001-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423637353836373531
Multistorey Apartment   Sampatchak   Unfurnished   Patna   1.0   1.0   Sale,Multistorey Apartment,Sampatchak,Unfurnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-555-Sq-ft-Multistorey-Apartment-FOR-Sale-Sampatchak-in-Patna&id=4d423630373532363733
Multistorey Apartment   Missing   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637373930383935
Multistorey Apartment   Kankarbagh   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Kankarbagh,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Kankarbagh-in-Patna&id=4d423637373435383335
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637363432383439
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1473-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637343530333235
Multistorey Apartment   Bailey Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Bailey Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1395-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423636353333313331
Multistorey Apartment   Gola Road   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Gola Road,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423637313835383931
Builder Floor Apartment   RPS More   Furnished   Patna   3.0   2.0   Sale,Builder Floor Apartment,RPS More,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-RPS-More-in-Patna&id=4d423637363439373839
Multistorey Apartment   Dasratha   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Dasratha,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1020-Sq-ft-Multistorey-Apartment-FOR-Sale-Dasratha-in-Patna&id=4d423637363532323537
Multistorey Apartment   Missing   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1316-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423238393936313131
Multistorey Apartment   Missing   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363839323639
Multistorey Apartment   New Patliputra Colony   Semi-Furnished   Patna   1.0   1.0   Sale,Multistorey Apartment,New Patliputra Colony,Semi-Furnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-760-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Patliputra-Colony-in-Patna&id=4d423334393436343839
Multistorey Apartment   Missing   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637353834363133
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1503-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363334383133
Multistorey Apartment   Mahesh Nagar   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Mahesh Nagar,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahesh-Nagar-in-Patna&id=4d423635393431353433
Multistorey Apartment   Missing   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1456-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363338313335
Builder Floor Apartment   Koiritola   Semi-Furnished   Patna   1.0   2.0   Sale,Builder Floor Apartment,Koiritola,Semi-Furnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-25000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Koiritola-in-Patna&id=4d423637383234333639
Multistorey Apartment   Khajpura   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Khajpura,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Khajpura-in-Patna&id=4d423637313934393739
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423431383537363231
Builder Floor Apartment   Missing   Missing   Patna   4.0   Missing   Sale,Builder Floor Apartment,Missing,Missing,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-1800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Patna&id=4d423637373137393635
Multistorey Apartment   Shivpuri   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Shivpuri,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Sale-Shivpuri-in-Patna&id=4d423330363031383337
Multistorey Apartment   Phase 1 Ashiana Nagar   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Phase 1 Ashiana Nagar,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Phase-1-Ashiana-Nagar-in-Patna&id=4d423630303637393435
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637373638323539
Multistorey Apartment   New Jakkanpur   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,New Jakkanpur,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1060-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Jakkanpur-in-Patna&id=4d423637363232303231
Multistorey Apartment   Missing   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637383133343539
Residential House   Mahendru   Semi-Furnished   Patna   4.0   2.0   Sale,Residential House,Mahendru,Semi-Furnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Residential-House-FOR-Sale-Mahendru-in-Patna&id=4d423430313232333733
Villa   Rajeev Nagar   Semi-Furnished   Patna   10.0   Missing   Sale,Villa,Rajeev Nagar,Semi-Furnished,Patna,Sale,10.0,https://www.magicbricks.com/propertyDetails/10-BHK-2000-Sq-ft-Villa-FOR-Sale-Rajeev-Nagar-in-Patna&id=4d423430353737383833
Multistorey Apartment   North Patel Nagar   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,North Patel Nagar,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-North-Patel-Nagar-in-Patna&id=4d423535343738303937
Multistorey Apartment   Missing   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1426-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637323031303933
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637383132323439
Multistorey Apartment   Digha   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Digha,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1278-Sq-ft-Multistorey-Apartment-FOR-Sale-Digha-in-Patna&id=4d423636303135383835
Residential House   Begampur   Unfurnished   Patna   5.0   2.0   Sale,Residential House,Begampur,Unfurnished,Patna,Sale,5.0,https://www.magicbricks.com/propertyDetails/5-BHK-1200-Sq-ft-Residential-House-FOR-Sale-Begampur-in-Patna&id=4d423636363731303939
Multistorey Apartment   E Gola Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,E Gola Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-E-Gola-Road-in-Patna&id=4d423637363933333937
Multistorey Apartment   Phulwari Sharif   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Phulwari Sharif,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Phulwari-Sharif-in-Patna&id=4d423539353232353839
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423533353139333239
Builder Floor Apartment   Bailey Road   Unfurnished   Patna   3.0   2.0   Sale,Builder Floor Apartment,Bailey Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423637373430313933
Multistorey Apartment   Missing   Unfurnished   Patna   1.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-720-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637353637333233
Multistorey Apartment   Danapur   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1431-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637353139343231
Multistorey Apartment   AG Colony   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,AG Colony,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Multistorey-Apartment-FOR-Sale-AG-Colony-in-Patna&id=4d423637343736313131
Multistorey Apartment   Dasratha   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Dasratha,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Sale-Dasratha-in-Patna&id=4d423637363531393439
Multistorey Apartment   Boring Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Boring Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Boring-Road-in-Patna&id=4d423637363334363735
Multistorey Apartment   Anandpuri   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Anandpuri,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Anandpuri-in-Patna&id=4d423637313036373835
Builder Floor Apartment   Mitra Mandal Colony   Semi-Furnished   Patna   3.0   2.0   Sale,Builder Floor Apartment,Mitra Mandal Colony,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mitra-Mandal-Colony-in-Patna&id=4d423531363831343437
Multistorey Apartment   Missing   Unfurnished   Patna   1.0   1.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-540-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423635383539343637
Residential House   Danapur Cantt   Unfurnished   Patna   4.0   4.0   Sale,Residential House,Danapur Cantt,Unfurnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-2400-Sq-ft-Residential-House-FOR-Sale-Danapur-Cantt-in-Patna&id=4d423636323038303339
Residential House   Patliputra Colony   Unfurnished   Patna   Missing   Missing   Sale,Residential House,Patliputra Colony,Unfurnished,Patna,Sale,Missing,https://www.magicbricks.com/propertyDetails/9-BHK-3000-Sq-ft-Residential-House-FOR-Sale-Patliputra-Colony-in-Patna&id=4d423637373733373035
Multistorey Apartment   Danapur   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1604-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423636333933313639
Multistorey Apartment   Haroon Nagar   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Haroon Nagar,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Haroon-Nagar-in-Patna&id=4d423637313235333431
Multistorey Apartment   Exhibition Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Exhibition Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1235-Sq-ft-Multistorey-Apartment-FOR-Sale-Exhibition-Road-in-Patna&id=4d423636363532373337
Multistorey Apartment   Missing   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1036-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423537323432363933
Multistorey Apartment   Gola Road   Missing   Patna   Missing   Missing   Sale,Multistorey Apartment,Gola Road,Missing,Patna,Sale,Missing,https://www.magicbricks.com/propertyDetails/1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Gola-Road-in-Patna&id=4d423632323438303731
Multistorey Apartment   Shaguna More   Semi-Furnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Shaguna More,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1682-Sq-ft-Multistorey-Apartment-FOR-Sale-Shaguna-More-in-Patna&id=4d423636373232313231
Multistorey Apartment   Phase 1 Ashiana Nagar   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Phase 1 Ashiana Nagar,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Phase-1-Ashiana-Nagar-in-Patna&id=4d423637313934313737
Multistorey Apartment   Danapur   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1062-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423537323433383939
Residential House   Shastri Nagar   Semi-Furnished   Patna   10.0   7.0   Sale,Residential House,Shastri Nagar,Semi-Furnished,Patna,Sale,10.0,https://www.magicbricks.com/propertyDetails/10-BHK-7000-Sq-ft-Residential-House-FOR-Sale-Shastri-Nagar-in-Patna&id=4d423637343037393339
Builder Floor Apartment   Boring Road   Furnished   Patna   3.0   2.0   Sale,Builder Floor Apartment,Boring Road,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1210-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Boring-Road-in-Patna&id=4d423331303638353131
Multistorey Apartment   Punaichak   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Punaichak,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1265-Sq-ft-Multistorey-Apartment-FOR-Sale-Punaichak-in-Patna&id=4d423636343733373533
Multistorey Apartment   Missing   Furnished   Patna   1.0   1.0   Sale,Multistorey Apartment,Missing,Furnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-665-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637353734383239
Multistorey Apartment   Missing   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423634363039323437
Multistorey Apartment   Ashiana Digha Road   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Ashiana Digha Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1215-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashiana-Digha-Road-in-Patna&id=4d423637353731353131
Builder Floor Apartment   Buddha Colony   Unfurnished   Patna   2.0   2.0   Sale,Builder Floor Apartment,Buddha Colony,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Buddha-Colony-in-Patna&id=4d423637353431363333
Builder Floor Apartment   Rupaspur   Unfurnished   Patna   2.0   2.0   Sale,Builder Floor Apartment,Rupaspur,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1059-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rupaspur-in-Patna&id=4d423538353534393135
Multistorey Apartment   Bailey Road   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Bailey Road,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Bailey-Road-in-Patna&id=4d423535303739333635
Multistorey Apartment   Mahuabag   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Mahuabag,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahuabag-in-Patna&id=4d423636313034303435
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1195-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363430343737
Multistorey Apartment   Missing   Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Missing,Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1441-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637353834343531
Multistorey Apartment   Mahesh Nagar   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Mahesh Nagar,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Mahesh-Nagar-in-Patna&id=4d423536363033383835
Multistorey Apartment   Sultanganj   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Sultanganj,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1125-Sq-ft-Multistorey-Apartment-FOR-Sale-Sultanganj-in-Patna&id=4d423530393236353134
Multistorey Apartment   Khagaul Road   Missing   Patna   2.0   Missing   Sale,Multistorey Apartment,Khagaul Road,Missing,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-945-Sq-ft-Multistorey-Apartment-FOR-Sale-Khagaul-Road-in-Patna&id=4d423637363834333233
Residential House   AIIMS Road   Furnished   Patna   1.0   3.0   Sale,Residential House,AIIMS Road,Furnished,Patna,Sale,1.0,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Residential-House-FOR-Sale-AIIMS-Road-in-Patna&id=4d423637353931363035
Multistorey Apartment   Missing   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Missing,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Patna&id=4d423637363135303433
Villa   Missing   Furnished   Patna   4.0   2.0   Sale,Villa,Missing,Furnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-600-Sq-ft-Villa-FOR-Sale-in-Patna&id=4d423637333833353735
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423636353631303339
Multistorey Apartment   Patna Bakhtiyarpur Road   Unfurnished   Patna   3.0   3.0   Sale,Multistorey Apartment,Patna Bakhtiyarpur Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Patna-Bakhtiyarpur-Road-in-Patna&id=4d423637313436353131
Multistorey Apartment   Vijay Nagar   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Vijay Nagar,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Vijay-Nagar-in-Patna&id=4d423637343232373735
Multistorey Apartment   Saguna More   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Saguna More,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Saguna-More-in-Patna&id=4d423636323635393039
Builder Floor Apartment   Phulwari Sharif   Semi-Furnished   Patna   2.0   2.0   Sale,Builder Floor Apartment,Phulwari Sharif,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1150-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Phulwari-Sharif-in-Patna&id=4d423637373531303535
Multistorey Apartment   Shri Krishna Puram   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Shri Krishna Puram,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1789-Sq-ft-Multistorey-Apartment-FOR-Sale-Shri-Krishna-Puram-in-Patna&id=4d423637353434313639
Multistorey Apartment   Danapur   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Danapur,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Multistorey-Apartment-FOR-Sale-Danapur-in-Patna&id=4d423637353134373731
Multistorey Apartment   Ashiana Digha Road   Unfurnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Ashiana Digha Road,Unfurnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1205-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashiana-Digha-Road-in-Patna&id=4d423637333531393435
Multistorey Apartment   Dujra   Semi-Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Dujra,Semi-Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1180-Sq-ft-Multistorey-Apartment-FOR-Sale-Dujra-in-Patna&id=4d423632303239373931
Multistorey Apartment   Boring Canal Road   Furnished   Patna   2.0   3.0   Sale,Multistorey Apartment,Boring Canal Road,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Boring-Canal-Road-in-Patna&id=4d423637363338373239
Multistorey Apartment   Lekha Nagar   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Lekha Nagar,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Lekha-Nagar-in-Patna&id=4d423637383138373537
Multistorey Apartment   Shastri Nagar   Unfurnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Shastri Nagar,Unfurnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Sale-Shastri-Nagar-in-Patna&id=4d423637363432303437
Residential House   Gola Road   Furnished   Patna   2.0   1.0   Sale,Residential House,Gola Road,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-684-Sq-ft-Residential-House-FOR-Sale-Gola-Road-in-Patna&id=4d423637373033343639
Multistorey Apartment   Boring Road   Furnished   Patna   2.0   2.0   Sale,Multistorey Apartment,Boring Road,Furnished,Patna,Sale,2.0,https://www.magicbricks.com/propertyDetails/2-BHK-990-Sq-ft-Multistorey-Apartment-FOR-Sale-Boring-Road-in-Patna&id=4d423637383232343837
Multistorey Apartment   Ashopur   Semi-Furnished   Patna   3.0   2.0   Sale,Multistorey Apartment,Ashopur,Semi-Furnished,Patna,Sale,3.0,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Ashopur-in-Patna&id=4d423637383139323135
Residential House   Phulwari Sharif   Unfurnished   Patna   4.0   4.0   Sale,Residential House,Phulwari Sharif,Unfurnished,Patna,Sale,4.0,https://www.magicbricks.com/propertyDetails/4-BHK-680-Sq-ft-Residential-House-FOR-Sale-Phulwari-Sharif-in-Patna&id=4d423637383237353537
